exp;video;id;mother track;daughter track(s);metaphase frame - mitosis video;cytokinesis frame - mitosis video;first MT cut frame - mitosis video;second MT cut frame - mitosis video;metaphase frame;cytokinesis frame;first MT cut frame;second MT cut frame;position midbody x;position midbody y;first MT cut time;second MT cut time;;matched cytokinesis frame;matched cut frame;matched position midbody x;matched position midbody y
EXP2;siControl-4;36;31;93,85,82;8;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;57;61;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;962;532;;;;61;71;917;569
EXP2;siControl-4;37;2;90;5;11;TOO_SHORT_CUT;TOO_SHORT_CUT;61;67;TOO_SHORT_CUT;TOO_SHORT_CUT;1016;198;;;;69;76;1005;194
EXP2;siControl-4;38;15;61;8;11;30;32;39;42;61;63;235;858;190;210;;43;62;276;876
EXP2;siControl-4;39;17;56;9;12;24;26;34;37;49;51;1534;836;120;140;;-1;-1;-1;-1
EXP2;siControl-4;3;274;338,327;1;7;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;218;224;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;-1;-1;;;;-1;-1;-1;-1
EXP2;siControl-4;40;11;55;8;12;39;52;32;36;63;76;460;694;270;400;;37;68;477;648
EXP2;siControl-4;41;25;34;2;11;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;6;15;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siControl-4;4;327;336;5;5;TOO_SHORT_CUT;TOO_SHORT_CUT;228;228;TOO_SHORT_CUT;TOO_SHORT_CUT;1559;534;;;;-1;-1;-1;-1
EXP2;siControl-4;5;264;320;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;216;219;TOO_SHORT_CUT;TOO_SHORT_CUT;536;145;;;;219;230;537;149
EXP2;siControl-4;6;215;309;10;18;TOO_SHORT_CUT;TOO_SHORT_CUT;205;213;TOO_SHORT_CUT;TOO_SHORT_CUT;1291;999;;;;-1;-1;-1;-1
EXP2;siControl-4;7;121;296;8;13;21;22;199;204;212;213;18;139;80;90;;204;212;48;181
EXP2;siControl-4;8;155;289;7;13;25;26;196;202;214;215;159;203;120;130;;-1;-1;-1;-1
EXP2;siControl-4;9;2;281;5;12;21;22;192;199;208;209;809;186;90;100;;199;209;809;187
EXP2;siControl-5;0;197;340;11;20;TOO_SHORT_CUT;TOO_SHORT_CUT;270;279;TOO_SHORT_CUT;TOO_SHORT_CUT;1134;509;;;;-1;-1;-1;-1
EXP2;siControl-5;10;53;241;6;11;19;20;200;205;213;214;333;1019;80;90;;205;216;332;1030
EXP2;siControl-5;11;108;237;5;11;19;21;197;203;211;213;72;837;80;100;;202;211;96;852
EXP2;siControl-5;12;12;211;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;180;183;TOO_SHORT_CUT;TOO_SHORT_CUT;1124;601;;;;183;194;1134;574
EXP2;siControl-5;13;37;203;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;177;180;TOO_SHORT_CUT;TOO_SHORT_CUT;789;164;;;;180;187;790;198
EXP2;siControl-5;14;55;197;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;171;175;TOO_SHORT_CUT;TOO_SHORT_CUT;894;469;;;;175;183;942;408
EXP2;siControl-5;15;172;195;6;13;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;167;174;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siControl-5;16;70;194;9;11;TOO_SHORT_CUT;TOO_SHORT_CUT;171;173;TOO_SHORT_CUT;TOO_SHORT_CUT;1327;465;;;;173;183;1390;458
EXP2;siControl-5;17;5;189;8;11;20;21;168;171;180;181;1329;116;90;100;;170;180;1324;108
EXP2;siControl-5;18;14;188;-3;11;TOO_SHORT_CUT;TOO_SHORT_CUT;156;170;TOO_SHORT_CUT;TOO_SHORT_CUT;972;994;;;;170;181;1008;1042
EXP2;siControl-5;19;13;184;8;13;TOO_SHORT_CUT;TOO_SHORT_CUT;162;167;TOO_SHORT_CUT;TOO_SHORT_CUT;657;930;;;;-1;-1;-1;-1
EXP2;siControl-5;1;129;323;6;13;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;264;271;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siControl-5;20;31;178;9;11;TOO_SHORT_CUT;TOO_SHORT_CUT;162;164;TOO_SHORT_CUT;TOO_SHORT_CUT;621;221;;;;164;173;670;278
EXP2;siControl-5;21;60;177;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;160;163;TOO_SHORT_CUT;TOO_SHORT_CUT;1042;242;;;;163;172;1106;208
EXP2;siControl-5;22;9;176;6;11;TOO_SHORT_CUT;TOO_SHORT_CUT;157;162;TOO_SHORT_CUT;TOO_SHORT_CUT;358;343;;;;162;170;320;332
EXP2;siControl-5;23;8;170;7;11;TOO_SHORT_CUT;TOO_SHORT_CUT;150;154;TOO_SHORT_CUT;TOO_SHORT_CUT;672;511;;;;154;162;678;452
EXP2;siControl-5;24;29;168;6;11;TOO_SHORT_CUT;TOO_SHORT_CUT;146;151;TOO_SHORT_CUT;TOO_SHORT_CUT;1132;712;;;;150;159;1050;716
EXP2;siControl-5;25;34;165,159;6;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;138;144;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;245;542;;;;143;151;206;588
EXP2;siControl-5;26;7;153;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;136;140;TOO_SHORT_CUT;TOO_SHORT_CUT;312;282;;;;-1;-1;-1;-1
EXP2;siControl-5;27;51;146;4;11;21;22;128;135;145;146;1413;848;100;110;;135;146;1420;840
EXP2;siControl-5;28;2;135,128;7;8;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;120;121;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;499;76;;;;-1;-1;-1;-1
EXP2;siControl-5;29;18;130;7;12;TOO_SHORT_CUT;TOO_SHORT_CUT;118;123;TOO_SHORT_CUT;TOO_SHORT_CUT;1281;949;;;;122;132;1202;858
EXP2;siControl-5;2;13;312;-27;16;TOO_SHORT_CUT;TOO_SHORT_CUT;223;266;TOO_SHORT_CUT;TOO_SHORT_CUT;717;569;;;;-1;-1;-1;-1
EXP2;siControl-5;30;33;129;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;119;122;TOO_SHORT_CUT;TOO_SHORT_CUT;421;527;;;;121;129;522;544
EXP2;siControl-5;31;10;123;8;12;21;23;111;115;124;126;1428;328;90;110;;114;124;1402;314
EXP2;siControl-5;32;78;116;8;14;23;25;106;112;121;123;101;530;90;110;;113;123;106;526
EXP2;siControl-5;33;0;107;6;20;NEAR_BORDER;NEAR_BORDER;91;105;NEAR_BORDER;NEAR_BORDER;17;0;;;;-1;-1;-1;-1
EXP2;siControl-5;34;12;70;8;11;26;28;61;64;79;81;1242;480;150;170;;64;80;1212;528
EXP2;siControl-5;35;5;60;9;12;23;25;43;46;57;59;1220;219;110;130;;46;58;1214;212
EXP2;siControl-5;36;11;55;9;12;22;22;37;40;50;50;1057;441;100;100;;40;50;1050;434
EXP2;siControl-5;37;8;37;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;15;18;TOO_SHORT_CUT;TOO_SHORT_CUT;767;321;;;;18;29;772;380
EXP2;siControl-5;38;22;35,27;1;2;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1;2;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;624;932;;;;-1;-1;-1;-1
EXP2;siControl-5;39;9;34;9;12;19;24;12;15;22;27;251;284;70;120;;15;24;236;296
EXP2;siControl-5;3;18;309;11;13;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;261;263;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siControl-5;40;15;33;8;11;NEAR_BORDER;NEAR_BORDER;8;11;NEAR_BORDER;NEAR_BORDER;68;669;;;;11;20;60;660
EXP2;siControl-5;41;6;32;5;8;17;18;5;8;17;18;108;373;90;100;;8;18;84;314
EXP2;siControl-5;42;7;31;4;8;19;21;4;8;19;21;537;314;110;130;;7;19;490;228
EXP2;siControl-5;43;14;29;4;7;TOO_SHORT_CUT;TOO_SHORT_CUT;4;7;TOO_SHORT_CUT;TOO_SHORT_CUT;1003;739;;;;6;17;960;734
EXP2;siControl-5;4;250;304;2;9;TOO_SHORT_CUT;TOO_SHORT_CUT;251;258;TOO_SHORT_CUT;TOO_SHORT_CUT;389;770;;;;-1;-1;-1;-1
EXP2;siControl-5;5;184;298;-19;8;28;29;225;252;272;273;724;840;200;210;;-1;-1;-1;-1
EXP2;siControl-5;6;2;284;9;12;19;21;238;241;248;250;510;52;70;90;;241;249;502;48
EXP2;siControl-5;7;40;272,271;7;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;227;232;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;85;741;;;;232;240;84;738
EXP2;siControl-5;8;165;250;7;13;22;24;213;219;228;230;296;787;90;110;;218;231;288;796
EXP2;siControl-5;9;235;249;11;13;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;216;218;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siControl-6;0;91;232;0;11;23;25;245;256;268;270;934;67;120;140;;255;270;920;36
EXP2;siControl-6;10;35;156;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;183;186;TOO_SHORT_CUT;TOO_SHORT_CUT;883;632;;;;186;195;850;674
EXP2;siControl-6;11;54;154;8;8;16;21;185;185;193;198;799;258;80;130;;-1;-1;-1;-1
EXP2;siControl-6;12;50;151;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;179;182;TOO_SHORT_CUT;TOO_SHORT_CUT;981;1000;;;;182;192;998;1018
EXP2;siControl-6;13;42;149;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;177;180;TOO_SHORT_CUT;TOO_SHORT_CUT;214;444;;;;180;187;190;456
EXP2;siControl-6;14;11;146;6;11;17;18;172;177;183;184;269;645;60;70;;176;185;276;632
EXP2;siControl-6;15;41;133,127;10;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;152;154;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1285;615;;;;-1;-1;-1;-1
EXP2;siControl-6;16;30;132;9;12;27;28;154;157;172;173;1347;662;150;160;;-1;-1;-1;-1
EXP2;siControl-6;17;22;131;9;12;29;30;153;156;173;174;252;332;170;180;;156;174;220;318
EXP2;siControl-6;18;76;109;5;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;125;132;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siControl-6;19;3;91;8;11;18;23;105;108;115;120;993;112;70;120;;108;118;990;106
EXP2;siControl-6;1;123;218;9;12;26;26;231;234;248;248;525;158;140;140;;234;248;524;156
EXP2;siControl-6;20;5;89;8;11;30;36;104;107;126;132;247;194;190;250;;107;128;228;174
EXP2;siControl-6;21;18;80;9;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;95;98;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siControl-6;22;6;64;7;11;TOO_SHORT_CUT;TOO_SHORT_CUT;80;84;TOO_SHORT_CUT;TOO_SHORT_CUT;965;404;;;;84;95;940;366
EXP2;siControl-6;23;8;61;8;11;23;27;76;79;91;95;1353;364;120;160;;79;92;1352;400
EXP2;siControl-6;24;2;54;8;11;26;27;64;67;82;83;766;256;150;160;;67;90;774;236
EXP2;siControl-6;25;13;50;8;11;33;34;56;59;81;82;740;819;220;230;;59;84;764;786
EXP2;siControl-6;26;10;48;5;11;NEAR_BORDER;NEAR_BORDER;47;53;NEAR_BORDER;NEAR_BORDER;1509;784;;;;51;61;1532;724
EXP2;siControl-6;27;9;42;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;45;48;TOO_SHORT_CUT;TOO_SHORT_CUT;171;455;;;;48;57;58;412
EXP2;siControl-6;28;7;39;7;10;NO_CUT_DETECTED;NO_CUT_DETECTED;40;43;NO_CUT_DETECTED;NO_CUT_DETECTED;556;449;;;;43;55;502;458
EXP2;siControl-6;29;11;35;7;12;23;27;34;39;50;54;685;634;110;150;;37;51;580;626
EXP2;siControl-6;2;110;196;10;11;NO_CUT_DETECTED;NO_CUT_DETECTED;217;218;NO_CUT_DETECTED;NO_CUT_DETECTED;663;1073;;;;218;230;666;1036
EXP2;siControl-6;30;12;30;9;11;NO_CUT_DETECTED;NO_CUT_DETECTED;30;32;NO_CUT_DETECTED;NO_CUT_DETECTED;1174;824;;;;32;61;1204;790
EXP2;siControl-6;3;9;192;6;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;210;216;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siControl-6;4;39;188,181;5;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;199;205;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;698;521;;;;204;215;698;526
EXP2;siControl-6;5;129;184,173;10;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;197;199;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1252;440;;;;199;210;1320;430
EXP2;siControl-6;6;24;178;3;11;NO_CUT_DETECTED;NO_CUT_DETECTED;196;204;NO_CUT_DETECTED;NO_CUT_DETECTED;574;130;;;;-1;-1;-1;-1
EXP2;siControl-6;7;65;174;5;17;24;24;188;200;207;207;833;466;70;70;;-1;-1;-1;-1
EXP2;siControl-6;8;13;170;9;11;23;25;194;196;208;210;410;781;120;140;;196;209;372;834
EXP2;siControl-6;9;40;166;9;13;TOO_SHORT_CUT;TOO_SHORT_CUT;189;193;TOO_SHORT_CUT;TOO_SHORT_CUT;1132;679;;;;-1;-1;-1;-1
EXP2;siControl-7;0;254;324;-34;6;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;238;278;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siControl-7;10;19;165;1;7;TOO_SHORT_CUT;TOO_SHORT_CUT;162;168;TOO_SHORT_CUT;TOO_SHORT_CUT;1061;807;;;;168;192;1050;802
EXP2;siControl-7;11;17;159;5;9;19;22;157;161;171;174;1163;836;100;130;;160;173;1222;868
EXP2;siControl-7;12;71;158;11;16;NEAR_BORDER;NEAR_BORDER;156;161;NEAR_BORDER;NEAR_BORDER;19;830;;;;-1;-1;-1;-1
EXP2;siControl-7;13;15;154;7;12;21;21;154;159;168;168;707;612;90;90;;159;168;672;590
EXP2;siControl-7;14;29;153;4;10;20;22;150;156;166;168;1409;557;100;120;;156;167;1346;548
EXP2;siControl-7;15;81;133;9;11;23;25;130;132;144;146;1075;1047;120;140;;132;145;1080;1036
EXP2;siControl-7;16;9;127;8;11;19;24;124;127;135;140;623;274;80;130;;127;141;646;278
EXP2;siControl-7;17;2;126;8;14;26;27;121;127;139;140;736;18;120;130;;-1;-1;-1;-1
EXP2;siControl-7;18;18;120;6;11;21;24;115;120;130;133;1460;956;100;130;;120;130;1532;946
EXP2;siControl-7;19;14;118;8;13;25;26;114;119;131;132;483;516;120;130;;118;131;484;470
EXP2;siControl-7;1;10;301;7;12;20;23;261;266;274;277;609;387;80;110;;265;277;612;384
EXP2;siControl-7;20;16;110;8;12;29;30;103;107;124;125;181;513;170;180;;107;124;190;534
EXP2;siControl-7;21;10;108;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;102;105;TOO_SHORT_CUT;TOO_SHORT_CUT;622;365;;;;104;115;540;384
EXP2;siControl-7;22;5;94;-2;12;23;42;83;97;108;127;413;36;110;300;;96;108;392;58
EXP2;siControl-7;23;13;92;9;13;NEAR_BORDER;NEAR_BORDER;91;95;NEAR_BORDER;NEAR_BORDER;0;399;;;;-1;-1;-1;-1
EXP2;siControl-7;24;7;89;5;11;28;34;86;92;109;115;1301;169;170;230;;92;115;1262;164
EXP2;siControl-7;25;6;86;-8;10;23;25;70;88;101;103;1352;45;130;150;;88;102;1284;52
EXP2;siControl-7;26;8;84;8;12;20;23;83;87;95;98;965;254;80;110;;86;96;968;240
EXP2;siControl-7;27;12;69;4;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;63;71;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siControl-7;28;20;62;9;18;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;51;60;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siControl-7;29;11;59;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;55;59;TOO_SHORT_CUT;TOO_SHORT_CUT;1272;628;;;;-1;-1;-1;-1
EXP2;siControl-7;2;157;254;-11;9;TOO_SHORT_CUT;TOO_SHORT_CUT;215;235;TOO_SHORT_CUT;TOO_SHORT_CUT;1404;85;;;;-1;-1;-1;-1
EXP2;siControl-7;30;22;49;7;13;NEAR_BORDER;NEAR_BORDER;38;44;NEAR_BORDER;NEAR_BORDER;0;994;;;;-1;-1;-1;-1
EXP2;siControl-7;31;15;31;9;12;22;25;12;15;25;28;550;568;100;130;;15;26;534;596
EXP2;siControl-7;32;17;29;4;10;21;23;4;10;21;23;1224;810;110;130;;9;22;1216;790
EXP2;siControl-7;3;89;244;2;12;27;29;219;229;244;246;1517;28;150;170;;229;247;1534;60
EXP2;siControl-7;4;74;241;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;223;226;TOO_SHORT_CUT;TOO_SHORT_CUT;740;1013;;;;226;234;746;1016
EXP2;siControl-7;5;118;240,239;9;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;222;225;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;447;347;;;;225;242;438;336
EXP2;siControl-7;6;84;208;9;12;19;20;204;207;214;215;977;206;70;80;;207;216;974;204
EXP2;siControl-7;7;11;202;-9;11;20;23;181;201;210;213;1371;439;90;120;;201;210;1374;438
EXP2;siControl-7;8;59;178;-5;13;23;25;168;186;196;198;1477;601;100;120;;185;196;1498;660
EXP2;siControl-7;9;31;175;10;12;TOO_SHORT_CUT;TOO_SHORT_CUT;182;184;TOO_SHORT_CUT;TOO_SHORT_CUT;314;752;;;;184;191;324;780
EXP2;siControl-8;0;103;408;-38;15;TOO_SHORT_CUT;TOO_SHORT_CUT;223;276;TOO_SHORT_CUT;TOO_SHORT_CUT;1447;832;;;;-1;-1;-1;-1
EXP2;siControl-8;10;56;265;6;9;TOO_SHORT_CUT;TOO_SHORT_CUT;199;202;TOO_SHORT_CUT;TOO_SHORT_CUT;1372;491;;;;-1;-1;-1;-1
EXP2;siControl-8;11;135;253;9;11;19;20;195;197;205;206;308;945;80;90;;196;206;248;932
EXP2;siControl-8;12;20;246;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;192;196;TOO_SHORT_CUT;TOO_SHORT_CUT;225;721;;;;196;205;225;721
EXP2;siControl-8;13;69;219;1;12;21;22;168;179;188;189;31;763;90;100;;178;188;26;756
EXP2;siControl-8;14;9;218;6;12;TOO_SHORT_CUT;TOO_SHORT_CUT;173;179;TOO_SHORT_CUT;TOO_SHORT_CUT;1286;286;;;;179;187;1286;288
EXP2;siControl-8;15;21;212;9;14;TOO_SHORT_CUT;TOO_SHORT_CUT;167;172;TOO_SHORT_CUT;TOO_SHORT_CUT;1066;863;;;;171;180;1022;822
EXP2;siControl-8;16;188;207;6;13;NEAR_BORDER;NEAR_BORDER;162;169;NEAR_BORDER;NEAR_BORDER;0;182;;;;-1;-1;-1;-1
EXP2;siControl-8;17;37;206;9;11;27;28;166;168;184;185;1082;485;160;170;;168;183;1085;485
EXP2;siControl-8;18;16;205;10;13;TOO_SHORT_CUT;TOO_SHORT_CUT;164;167;TOO_SHORT_CUT;TOO_SHORT_CUT;1160;747;;;;166;179;1232;672
EXP2;siControl-8;19;56;202,191;8;8;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;161;161;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1347;494;;;;-1;-1;-1;-1
EXP2;siControl-8;1;360;405,391;7;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;265;269;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;109;131;;;;-1;-1;-1;-1
EXP2;siControl-8;20;64;199;5;11;20;24;159;165;174;178;164;292;90;130;;164;174;176;265
EXP2;siControl-8;21;48;190;7;11;TOO_SHORT_CUT;TOO_SHORT_CUT;155;159;TOO_SHORT_CUT;TOO_SHORT_CUT;733;1043;;;;159;167;734;1000
EXP2;siControl-8;22;19;171;6;11;23;24;140;145;157;158;980;837;120;130;;145;157;1096;854
EXP2;siControl-8;23;54;170;8;11;19;21;142;145;153;155;1346;879;80;100;;145;153;1372;858
EXP2;siControl-8;24;22;164;8;11;21;23;136;139;149;151;678;889;100;120;;139;149;677;897
EXP2;siControl-8;25;18;163;6;11;28;28;134;139;156;156;837;664;170;170;;139;157;834;684
EXP2;siControl-8;26;92;162;-11;18;TOO_SHORT_CUT;TOO_SHORT_CUT;109;138;TOO_SHORT_CUT;TOO_SHORT_CUT;754;60;;;;-1;-1;-1;-1
EXP2;siControl-8;27;29;153;6;12;24;25;126;132;144;145;952;205;120;130;;132;144;1036;170
EXP2;siControl-8;28;11;128;9;18;NEAR_BORDER;NEAR_BORDER;99;108;NEAR_BORDER;NEAR_BORDER;1442;0;;;;-1;-1;-1;-1
EXP2;siControl-8;29;2;92;7;13;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;76;82;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siControl-8;2;17;386;5;11;22;24;258;264;275;277;316;644;110;130;;-1;-1;-1;-1
EXP2;siControl-8;30;14;91;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;76;80;TOO_SHORT_CUT;TOO_SHORT_CUT;850;549;;;;80;90;854;526
EXP2;siControl-8;31;20;88;7;11;21;23;73;77;87;89;251;916;100;120;;-1;-1;-1;-1
EXP2;siControl-8;32;33;87;8;11;23;23;74;77;89;89;286;444;120;120;;77;89;378;430
EXP2;siControl-8;33;15;85;7;11;24;24;71;75;88;88;476;881;130;130;;75;88;561;866
EXP2;siControl-8;34;72;84;9;9;NEAR_BORDER;NEAR_BORDER;74;74;NEAR_BORDER;NEAR_BORDER;699;45;;;;-1;-1;-1;-1
EXP2;siControl-8;35;6;69;7;12;NEAR_BORDER;NEAR_BORDER;53;58;NEAR_BORDER;NEAR_BORDER;112;637;;;;-1;-1;-1;-1
EXP2;siControl-8;36;0;64;6;12;23;25;48;54;65;67;28;142;110;130;;53;65;33;138
EXP2;siControl-8;37;10;63;8;12;21;25;45;49;58;62;630;344;90;130;;48;57;568;409
EXP2;siControl-8;38;16;56;9;12;35;36;36;39;62;63;1221;624;230;240;;38;63;1225;616
EXP2;siControl-8;39;21;54;10;16;27;65;31;37;48;86;1157;750;110;490;;-1;-1;-1;-1
EXP2;siControl-8;3;302;347;8;18;25;25;234;244;251;251;432;289;70;70;;-1;-1;-1;-1
EXP2;siControl-8;40;1;53;9;9;NEAR_BORDER;NEAR_BORDER;37;37;NEAR_BORDER;NEAR_BORDER;680;8;;;;-1;-1;-1;-1
EXP2;siControl-8;41;22;48,47;9;9;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;23;23;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;673;951;;;;-1;-1;-1;-1
EXP2;siControl-8;42;19;42;8;12;30;33;15;19;37;40;1157;744;180;210;;18;37;1246;796
EXP2;siControl-8;43;9;37;6;14;21;22;8;16;23;24;976;363;70;80;;-1;-1;-1;-1
EXP2;siControl-8;4;87;311;7;11;23;24;221;225;237;238;241;410;120;130;;225;237;254;396
EXP2;siControl-8;5;1;293,285;10;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;212;214;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;742;154;;;;214;227;774;109
EXP2;siControl-8;6;21;283;10;13;TOO_SHORT_CUT;TOO_SHORT_CUT;209;212;TOO_SHORT_CUT;TOO_SHORT_CUT;1186;707;;;;212;220;1285;737
EXP2;siControl-8;7;10;271;9;13;26;26;201;205;218;218;650;455;130;130;;204;217;652;464
EXP2;siControl-8;8;63;270,266;7;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;199;203;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;-1;-1;;;;-1;-1;-1;-1
EXP2;siControl-8;9;85;269,247;9;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;193;196;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;496;696;;;;195;208;516;774
EXP2;siControl-9;0;275;337;11;16;TOO_SHORT_CUT;TOO_SHORT_CUT;271;276;TOO_SHORT_CUT;TOO_SHORT_CUT;229;774;;;;-1;-1;-1;-1
EXP2;siControl-9;10;68;230;10;12;20;20;217;219;227;227;418;1050;80;80;;219;229;420;1049
EXP2;siControl-9;11;94;223;6;12;TOO_SHORT_CUT;TOO_SHORT_CUT;210;216;TOO_SHORT_CUT;TOO_SHORT_CUT;887;827;;;;216;224;966;792
EXP2;siControl-9;12;23;221;1;12;TOO_SHORT_CUT;TOO_SHORT_CUT;202;213;TOO_SHORT_CUT;TOO_SHORT_CUT;1131;999;;;;213;224;1132;998
EXP2;siControl-9;13;155;207;9;18;25;30;195;204;211;216;264;450;70;120;;-1;-1;-1;-1
EXP2;siControl-9;14;62;200;8;20;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;187;199;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siControl-9;15;21;194;10;17;TOO_SHORT_CUT;TOO_SHORT_CUT;185;192;TOO_SHORT_CUT;TOO_SHORT_CUT;404;713;;;;-1;-1;-1;-1
