exp;video;id;mother track;daughter track(s);metaphase frame - mitosis video;cytokinesis frame - mitosis video;first MT cut frame - mitosis video;second MT cut frame - mitosis video;metaphase frame;cytokinesis frame;first MT cut frame;second MT cut frame;position midbody x;position midbody y;first MT cut time;second MT cut time;;matched cytokinesis frame;matched cut frame;matched position midbody x;matched position midbody y
EXP3;Control-2;20;17;151;8;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;137;141;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;Control-2;21;35;148;-14;7;TOO_SHORT_CUT;TOO_SHORT_CUT;116;137;TOO_SHORT_CUT;TOO_SHORT_CUT;441;827;;;;-1;-1;-1;-1
EXP3;Control-2;22;15;142;10;12;TOO_SHORT_CUT;TOO_SHORT_CUT;124;126;TOO_SHORT_CUT;TOO_SHORT_CUT;1171;804;;;;-1;-1;-1;-1
EXP3;Control-2;23;86;139;6;11;TOO_SHORT_CUT;TOO_SHORT_CUT;120;125;TOO_SHORT_CUT;TOO_SHORT_CUT;575;748;;;;125;145;593;722
EXP3;Control-2;24;13;138;1;12;29;29;114;125;142;142;339;633;170;170;;125;144;340;633
EXP3;Control-2;25;36;131;7;11;TOO_SHORT_CUT;TOO_SHORT_CUT;112;116;TOO_SHORT_CUT;TOO_SHORT_CUT;1057;857;;;;-1;-1;-1;-1
EXP3;Control-2;26;7;122;9;12;30;32;105;108;126;128;240;515;180;200;;108;128;229;472
EXP3;Control-2;27;25;117;8;11;20;26;99;102;111;117;147;938;90;150;;103;120;113;925
EXP3;Control-2;28;3;77;11;12;27;28;47;48;63;64;1190;126;150;160;;49;64;1132;136
EXP3;Control-2;29;63;73;2;6;NEAR_BORDER;NEAR_BORDER;38;42;NEAR_BORDER;NEAR_BORDER;1495;1069;;;;-1;-1;-1;-1
EXP3;Control-2;2;73;329;8;11;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;263;266;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;Control-2;30;49;61;5;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;25;32;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;Control-2;31;25;41;3;9;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;3;9;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;Control-2;32;6;29;1;3;19;25;1;3;19;25;1151;301;160;220;;3;20;1164;312
EXP3;Control-2;3;293;321,315;4;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;253;260;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;91;995;;;;-1;-1;-1;-1
EXP3;Control-2;4;122;312;7;16;TOO_SHORT_CUT;TOO_SHORT_CUT;248;257;TOO_SHORT_CUT;TOO_SHORT_CUT;115;527;;;;-1;-1;-1;-1
EXP3;Control-2;5;177;308;8;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;251;255;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;Control-2;6;17;292;10;11;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;246;247;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;Control-2;7;7;288;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;241;245;TOO_SHORT_CUT;TOO_SHORT_CUT;330;399;;;;245;259;258;442
EXP3;Control-2;8;183;285;10;11;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;242;243;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;Control-2;9;131;264,261;9;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;227;229;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;-1;-1;;;;-1;-1;-1;-1
EXP3;Control-3;0;45;125;-16;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;234;262;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;Control-3;10;8;51;-1;11;25;45;91;103;117;137;601;591;140;340;;104;118;623;595
EXP3;Control-3;11;2;44;6;11;NO_CUT_DETECTED;NO_CUT_DETECTED;86;91;NO_CUT_DETECTED;NO_CUT_DETECTED;859;144;;;;91;115;962;139
EXP3;Control-3;12;15;42;7;11;23;23;85;89;101;101;1370;343;120;120;;89;101;1343;273
EXP3;Control-3;13;40;41;2;3;11;11;87;88;96;96;1484;658;80;80;;87;96;1509;669
EXP3;Control-3;14;5;38;8;12;23;24;81;85;96;97;972;329;110;120;;85;97;971;327
EXP3;Control-3;15;11;35;8;12;21;22;73;77;86;87;880;831;90;100;;77;86;893;873
EXP3;Control-3;16;20;34;8;11;26;26;64;67;82;82;1534;1078;150;150;;67;82;1486;1036
EXP3;Control-3;17;3;32;4;12;24;24;54;62;74;74;573;348;120;120;;62;74;581;338
EXP3;Control-3;18;7;23;5;10;20;21;32;37;47;48;450;543;100;110;;37;48;494;602
EXP3;Control-3;19;10;22;7;11;25;26;31;35;49;50;675;1015;140;150;;35;51;696;962
EXP3;Control-3;1;42;115;2;12;23;24;237;247;258;259;1312;408;110;120;;247;260;1313;408
EXP3;Control-3;20;0;19;10;11;NEAR_BORDER;NEAR_BORDER;31;32;NEAR_BORDER;NEAR_BORDER;377;19;;;;33;53;325;64
EXP3;Control-3;2;5;102;7;12;25;28;218;223;236;239;1048;402;130;160;;223;236;1041;397
EXP3;Control-3;3;63;101;7;11;TOO_SHORT_CUT;TOO_SHORT_CUT;216;220;TOO_SHORT_CUT;TOO_SHORT_CUT;1383;647;;;;220;229;1329;644
EXP3;Control-3;4;35;97;4;11;TOO_SHORT_CUT;TOO_SHORT_CUT;208;215;TOO_SHORT_CUT;TOO_SHORT_CUT;974;932;;;;215;225;1000;936
EXP3;Control-3;5;34;89;8;11;22;23;196;199;210;211;1205;966;110;120;;200;210;1150;944
EXP3;Control-3;6;22;83;7;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;179;184;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;Control-3;7;17;81;-3;12;NEAR_BORDER;NEAR_BORDER;159;174;NEAR_BORDER;NEAR_BORDER;501;31;;;;174;186;494;37
EXP3;Control-3;8;0;80;4;13;20;28;162;171;178;186;386;249;70;150;;171;185;392;228
EXP3;Control-3;9;10;78;4;11;23;23;156;163;175;175;691;890;120;120;;-1;-1;-1;-1
EXP3;Control-4;0;11;247,241;8;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;259;262;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;606;653;;;;-1;-1;-1;-1
EXP3;Control-4;10;13;144;-2;12;23;26;142;156;167;170;350;942;110;140;;156;170;348;942
EXP3;Control-4;11;30;135;6;11;22;25;141;146;157;160;764;416;110;140;;146;159;764;416
EXP3;Control-4;12;23;132;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;141;144;TOO_SHORT_CUT;TOO_SHORT_CUT;110;637;;;;145;156;158;585
EXP3;Control-4;13;8;122;9;12;22;24;125;128;138;140;409;250;100;120;;127;139;444;273
EXP3;Control-4;14;1;121;8;11;20;21;125;128;137;138;252;20;90;100;;129;139;273;40
EXP3;Control-4;15;101;110,107;3;6;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;102;105;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;117;332;;;;-1;-1;-1;-1
EXP3;Control-4;16;47;101;5;9;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;96;100;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;Control-4;17;52;96;4;12;NEAR_BORDER;NEAR_BORDER;88;96;NEAR_BORDER;NEAR_BORDER;20;48;;;;-1;-1;-1;-1
EXP3;Control-4;18;16;94;6;11;32;36;86;91;112;116;1423;884;210;250;;90;116;1447;865
EXP3;Control-4;19;24;92;10;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;89;91;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;Control-4;1;143;207;10;20;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;218;228;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;Control-4;20;64;88;9;13;21;24;81;85;93;96;1456;1055;80;110;;84;97;1456;1056
EXP3;Control-4;21;17;70;4;16;23;25;54;66;73;75;1060;1064;70;90;;-1;-1;-1;-1
EXP3;Control-4;22;14;42;10;11;30;33;31;32;51;54;855;730;190;220;;33;53;812;792
EXP3;Control-4;23;11;37;8;11;31;31;24;27;47;47;439;463;200;200;;27;47;486;517
EXP3;Control-4;24;12;30;9;12;25;35;17;20;33;43;806;534;130;230;;20;35;825;481
EXP3;Control-4;25;13;23;8;11;25;27;9;12;26;28;141;500;140;160;;12;27;175;540
EXP3;Control-4;2;24;199;-25;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;185;222;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;Control-4;3;110;197;2;12;21;21;209;219;228;228;52;90;90;90;;219;230;55;91
EXP3;Control-4;4;11;181;-19;13;25;28;170;202;214;217;568;591;120;150;;-1;-1;-1;-1
EXP3;Control-4;5;42;177;-15;12;TOO_SHORT_CUT;TOO_SHORT_CUT;168;195;TOO_SHORT_CUT;TOO_SHORT_CUT;816;658;;;;194;211;817;652
EXP3;Control-4;6;37;174;2;12;23;31;178;188;199;207;474;413;110;190;;188;201;474;410
EXP3;Control-4;7;12;165;-4;11;NO_CUT_DETECTED;NO_CUT_DETECTED;158;173;NO_CUT_DETECTED;NO_CUT_DETECTED;989;763;;;;174;186;976;765
EXP3;Control-4;8;14;162;3;12;TOO_SHORT_CUT;TOO_SHORT_CUT;162;171;TOO_SHORT_CUT;TOO_SHORT_CUT;874;957;;;;171;186;874;957
EXP3;Control-4;9;7;153;-17;12;18;19;133;162;168;169;1339;178;60;70;;-1;-1;-1;-1
EXP3;Control-5;0;3;203;-4;11;17;22;247;262;268;273;90;177;60;110;;-1;-1;-1;-1
EXP3;Control-5;10;5;143;5;12;22;23;205;212;222;223;646;307;100;110;;212;225;649;313
EXP3;Control-5;11;19;135;-19;13;NO_CUT_DETECTED;NO_CUT_DETECTED;170;202;NO_CUT_DETECTED;NO_CUT_DETECTED;883;912;;;;-1;-1;-1;-1
EXP3;Control-5;12;23;130;-15;12;TOO_SHORT_CUT;TOO_SHORT_CUT;168;195;TOO_SHORT_CUT;TOO_SHORT_CUT;1135;976;;;;194;211;1136;978
EXP3;Control-5;13;36;124;2;12;24;31;178;188;200;207;793;730;120;190;;188;201;791;731
EXP3;Control-5;14;20;115;-3;11;NEAR_BORDER;NEAR_BORDER;159;173;NEAR_BORDER;NEAR_BORDER;1311;1081;;;;-1;-1;-1;-1
EXP3;Control-5;15;33;94;6;11;23;24;141;146;158;159;1083;733;120;130;;146;159;1084;733
EXP3;Control-5;16;13;92;6;11;24;26;140;145;158;160;914;338;130;150;;146;159;921;338
EXP3;Control-5;17;29;90;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;141;144;TOO_SHORT_CUT;TOO_SHORT_CUT;557;919;;;;145;156;478;904
EXP3;Control-5;18;10;80;8;12;25;26;125;129;142;143;758;120;130;140;;129;143;737;204
EXP3;Control-5;19;17;79;10;12;TOO_SHORT_CUT;TOO_SHORT_CUT;126;128;TOO_SHORT_CUT;TOO_SHORT_CUT;778;519;;;;128;139;761;591
EXP3;Control-5;1;74;200;-2;12;NO_CUT_DETECTED;NO_CUT_DETECTED;242;256;NO_CUT_DETECTED;NO_CUT_DETECTED;314;88;;;;256;273;314;91
EXP3;Control-5;20;9;78;8;11;21;21;125;128;138;138;735;350;100;100;;-1;-1;-1;-1
EXP3;Control-5;21;35;74,70,64;8;8;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;108;108;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;131;1;;;;-1;-1;-1;-1
EXP3;Control-5;22;6;71;5;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;111;118;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;Control-5;23;1;67;8;11;NEAR_BORDER;NEAR_BORDER;111;114;NEAR_BORDER;NEAR_BORDER;345;12;;;;114;134;346;13
EXP3;Control-5;24;30;59;5;11;NO_CUT_DETECTED;NO_CUT_DETECTED;96;102;NO_CUT_DETECTED;NO_CUT_DETECTED;438;649;;;;102;117;438;647
EXP3;Control-5;25;5;55;7;11;TOO_SHORT_CUT;TOO_SHORT_CUT;93;97;TOO_SHORT_CUT;TOO_SHORT_CUT;543;206;;;;97;115;542;205
EXP3;Control-5;26;12;54;4;11;TOO_SHORT_CUT;TOO_SHORT_CUT;88;95;TOO_SHORT_CUT;TOO_SHORT_CUT;342;367;;;;95;115;341;367
EXP3;Control-5;27;15;53;7;12;26;27;87;92;106;107;1229;295;140;150;;92;107;1239;291
EXP3;Control-5;28;7;47;8;15;25;27;66;73;83;85;1592;266;100;120;;-1;-1;-1;-1
EXP3;Control-5;29;19;36;9;12;32;32;24;27;47;47;759;780;200;200;;27;47;801;834
EXP3;Control-5;2;105;188;8;13;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;241;246;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;Control-5;30;20;33;9;12;26;35;17;20;34;43;1128;864;140;230;;20;35;1147;798
EXP3;Control-5;31;21;30;1;13;TOO_SHORT_CUT;TOO_SHORT_CUT;1;13;TOO_SHORT_CUT;TOO_SHORT_CUT;273;829;;;;-1;-1;-1;-1
EXP3;Control-5;32;22;29;8;11;25;28;9;12;26;29;461;817;140;170;;12;27;500;862
EXP3;Control-5;3;121;186;7;11;NEAR_BORDER;NEAR_BORDER;240;244;NEAR_BORDER;NEAR_BORDER;407;8;;;;-1;-1;-1;-1
EXP3;Control-5;4;116;184;11;13;TOO_SHORT_CUT;TOO_SHORT_CUT;239;241;TOO_SHORT_CUT;TOO_SHORT_CUT;78;424;;;;241;250;43;419
EXP3;Control-5;5;107;183;-4;14;NEAR_BORDER;NEAR_BORDER;223;241;NEAR_BORDER;NEAR_BORDER;271;411;;;;-1;-1;-1;-1
EXP3;Control-5;6;21;171;0;12;20;36;220;232;240;256;248;722;80;240;;-1;-1;-1;-1
EXP3;Control-5;7;16;166;-6;18;NEAR_BORDER;NEAR_BORDER;206;230;NEAR_BORDER;NEAR_BORDER;1598;235;;;;-1;-1;-1;-1
EXP3;Control-5;8;55;159;4;12;19;23;220;228;235;239;487;229;70;110;;-1;-1;-1;-1
EXP3;Control-5;9;12;148;0;11;20;21;208;219;228;229;317;433;90;100;;219;231;377;412
EXP3;Control-6;0;7;367;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;267;270;TOO_SHORT_CUT;TOO_SHORT_CUT;1223;722;;;;270;280;1170;760
EXP3;Control-6;10;90;255;9;13;19;21;184;188;194;196;31;111;60;80;;-1;-1;-1;-1
EXP3;Control-6;11;202;244,241;6;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;176;181;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;720;194;;;;-1;-1;-1;-1
EXP3;Control-6;12;12;222;6;11;23;25;164;169;181;183;1032;461;120;140;;-1;-1;-1;-1
EXP3;Control-6;13;10;216,199;2;8;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;152;158;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;204;381;;;;-1;-1;-1;-1
EXP3;Control-6;14;203;215;5;8;NEAR_BORDER;NEAR_BORDER;163;166;NEAR_BORDER;NEAR_BORDER;940;10;;;;-1;-1;-1;-1
EXP3;Control-6;15;103;201,200,196;5;9;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;150;154;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;588;427;;;;-1;-1;-1;-1
EXP3;Control-6;16;7;188;8;12;24;25;146;150;162;163;1160;761;120;130;;149;161;1140;800
EXP3;Control-6;17;16;126;9;11;25;26;109;111;125;126;699;808;140;150;;111;125;660;750
EXP3;Control-6;18;9;122;7;10;21;25;106;109;120;124;268;659;110;150;;110;124;250;560
EXP3;Control-6;19;18;121;7;11;27;27;101;105;121;121;931;940;160;160;;105;121;940;940
EXP3;Control-6;1;192;339,325;5;10;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;239;244;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;402;1036;;;;244;257;420;1040
EXP3;Control-6;20;14;109;6;12;25;30;85;91;104;109;1371;473;130;180;;91;103;1330;590
EXP3;Control-6;21;17;84;7;12;26;30;64;69;83;87;1477;686;140;180;;68;83;1400;680
EXP3;Control-6;22;2;52,48;7;14;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;28;35;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;689;228;;;;-1;-1;-1;-1
EXP3;Control-6;23;33;41;6;9;33;34;25;28;52;53;755;58;240;250;;27;52;720;90
EXP3;Control-6;24;6;34;9;11;NO_CUT_DETECTED;NO_CUT_DETECTED;18;20;NO_CUT_DETECTED;NO_CUT_DETECTED;41;417;;;;20;35;45;410
EXP3;Control-6;25;5;32,31;9;13;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;15;19;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;958;568;;;;-1;-1;-1;-1
EXP3;Control-6;26;1;30;9;11;34;37;16;18;41;44;238;162;230;260;;18;41;250;196
EXP3;Control-6;2;228;330;8;20;TOO_SHORT_CUT;TOO_SHORT_CUT;234;246;TOO_SHORT_CUT;TOO_SHORT_CUT;897;964;;;;-1;-1;-1;-1
EXP3;Control-6;3;9;328;7;12;TOO_SHORT_CUT;TOO_SHORT_CUT;241;246;TOO_SHORT_CUT;TOO_SHORT_CUT;543;660;;;;-1;-1;-1;-1
EXP3;Control-6;4;143;316,313;10;17;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;228;235;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;609;650;;;;-1;-1;-1;-1
EXP3;Control-6;5;121;311;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;230;233;TOO_SHORT_CUT;TOO_SHORT_CUT;935;1049;;;;-1;-1;-1;-1
EXP3;Control-6;6;182;300;5;12;18;26;214;221;227;235;1366;697;60;140;;220;235;1360;700
EXP3;Control-6;7;227;292,268;2;4;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;197;199;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;520;287;;;;199;229;510;265
EXP3;Control-6;8;17;285;11;12;TOO_SHORT_CUT;TOO_SHORT_CUT;209;210;TOO_SHORT_CUT;TOO_SHORT_CUT;1570;809;;;;-1;-1;-1;-1
EXP3;Control-6;9;241;266;6;11;NEAR_BORDER;NEAR_BORDER;193;198;NEAR_BORDER;NEAR_BORDER;559;31;;;;198;212;555;30
EXP3;Control-7;0;430;574;11;18;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;262;269;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;Control-7;10;13;459,443;7;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;210;215;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;627;833;;;;215;228;690;750
EXP3;Control-7;11;126;449;8;10;22;25;216;218;230;233;591;235;120;150;;-1;-1;-1;-1
EXP3;Control-7;12;98;442;9;12;20;21;212;215;223;224;328;367;80;90;;214;223;330;370
EXP3;Control-7;13;263;428;-34;6;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;167;207;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;Control-7;14;409;425;2;10;TOO_SHORT_CUT;TOO_SHORT_CUT;197;205;TOO_SHORT_CUT;TOO_SHORT_CUT;169;54;;;;-1;-1;-1;-1
EXP3;Control-7;15;15;420;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;200;203;TOO_SHORT_CUT;TOO_SHORT_CUT;828;594;;;;203;214;760;500
EXP3;Control-7;16;5;418;5;11;NO_CUT_DETECTED;NO_CUT_DETECTED;197;203;NO_CUT_DETECTED;NO_CUT_DETECTED;552;240;;;;203;219;560;250
EXP3;Control-7;17;279;407;7;11;24;26;191;195;208;210;745;209;130;150;;195;208;700;260
EXP3;Control-7;18;54;400,394,389;8;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;182;186;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;325;1042;;;;185;195;320;1040
EXP3;Control-7;19;152;384;7;12;TOO_SHORT_CUT;TOO_SHORT_CUT;180;185;TOO_SHORT_CUT;TOO_SHORT_CUT;563;907;;;;184;193;570;910
EXP3;Control-7;1;262;569,545,544;0;5;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;255;260;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1090;392;;;;260;269;1110;440
EXP3;Control-7;20;130;368;8;8;16;20;177;177;185;189;1225;1078;80;120;;-1;-1;-1;-1
EXP3;Control-7;21;274;363;10;18;TOO_SHORT_CUT;TOO_SHORT_CUT;168;176;TOO_SHORT_CUT;TOO_SHORT_CUT;854;893;;;;-1;-1;-1;-1
EXP3;Control-7;22;31;336;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;163;166;TOO_SHORT_CUT;TOO_SHORT_CUT;292;546;;;;-1;-1;-1;-1
EXP3;Control-7;23;35;315;9;12;23;26;150;153;164;167;100;988;110;140;;153;165;100;990
EXP3;Control-7;24;257;295;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;137;140;TOO_SHORT_CUT;TOO_SHORT_CUT;1121;674;;;;140;152;1060;680
EXP3;Control-7;25;197;273;11;12;24;25;128;129;141;142;181;308;120;130;;-1;-1;-1;-1
EXP3;Control-7;26;8;262,257;7;10;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;121;124;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1176;466;;;;125;139;1120;560
EXP3;Control-7;27;16;237;10;11;TOO_SHORT_CUT;TOO_SHORT_CUT;114;115;TOO_SHORT_CUT;TOO_SHORT_CUT;1541;879;;;;115;128;1440;860
EXP3;Control-7;28;4;203,188;7;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;92;96;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1171;295;;;;96;132;1170;300
EXP3;Control-7;29;123;185;9;9;NO_CUT_DETECTED;NO_CUT_DETECTED;94;94;NO_CUT_DETECTED;NO_CUT_DETECTED;1009;790;;;;96;113;950;810
EXP3;Control-7;2;333;566;5;11;22;25;260;266;277;280;167;233;110;140;;266;278;170;230
EXP3;Control-7;30;2;179,178;9;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;88;91;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;-1;-1;;;;-1;-1;-1;-1
EXP3;Control-7;31;23;174;10;13;26;30;86;89;102;106;1387;1062;130;170;;88;103;1370;1060
EXP3;Control-7;32;98;163;11;12;30;31;82;83;101;102;442;361;180;190;;83;101;440;440
EXP3;Control-7;33;24;152;6;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;71;77;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;Control-7;34;5;141;7;11;25;27;65;69;83;85;659;532;140;160;;69;86;660;530
EXP3;Control-7;35;1;133,125;8;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;56;59;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1475;117;;;;59;76;1440;140
EXP3;Control-7;36;3;126;10;11;31;32;58;59;79;80;425;226;200;210;;59;73;370;190
EXP3;Control-7;37;15;120;11;12;NO_CUT_DETECTED;NO_CUT_DETECTED;57;58;NO_CUT_DETECTED;NO_CUT_DETECTED;500;702;;;;58;73;530;700
EXP3;Control-7;38;48;100;8;13;TOO_SHORT_CUT;TOO_SHORT_CUT;39;44;TOO_SHORT_CUT;TOO_SHORT_CUT;523;908;;;;43;61;520;900
EXP3;Control-7;39;31;87;10;12;TOO_SHORT_CUT;TOO_SHORT_CUT;37;39;TOO_SHORT_CUT;TOO_SHORT_CUT;188;567;;;;39;54;190;560
EXP3;Control-7;3;375;564;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;262;265;TOO_SHORT_CUT;TOO_SHORT_CUT;1223;406;;;;-1;-1;-1;-1
EXP3;Control-7;40;22;69;10;12;TOO_SHORT_CUT;TOO_SHORT_CUT;28;30;TOO_SHORT_CUT;TOO_SHORT_CUT;886;912;;;;30;44;930;940
EXP3;Control-7;41;25;66;9;13;25;35;24;28;40;50;1089;1065;120;220;;-1;-1;-1;-1
EXP3;Control-7;42;47;65;8;12;24;24;22;26;38;38;480;56;120;120;;26;38;450;120
EXP3;Control-7;4;394;530;10;14;TOO_SHORT_CUT;TOO_SHORT_CUT;248;252;TOO_SHORT_CUT;TOO_SHORT_CUT;115;951;;;;-1;-1;-1;-1
EXP3;Control-7;5;419;516;9;11;TOO_SHORT_CUT;TOO_SHORT_CUT;246;248;TOO_SHORT_CUT;TOO_SHORT_CUT;1353;349;;;;248;260;1320;390
